hashed_lens_id,r1_retrieved,r2_model1_score,r2_model2_score,r2_decision,r3_human_reviewed,r4_rescue_flag,r5_pre_dedup,r6_final_family,exclusion_reason
31d534ff9c53cc84,True,2.1,0.4,exclude,False,False,False,False,off_topic
e62ce13cfad28074,True,3.9,4.5,include,False,False,True,True,
e30d2b2738727a56,True,2.8,4.7,include,False,False,True,True,
6cee743b8e2bea65,True,0.3,0.9,exclude,False,False,False,False,off_topic
87cdfd50375cf3cd,True,1.5,0.0,exclude,False,False,False,False,duplicate_excluded
79aeb870a042af4d,True,0.1,1.9,exclude,False,False,False,False,below_threshold
093f56134ccb8b5d,True,4.4,3.7,include,False,False,True,True,
43cc2e768253e508,True,1.9,1.3,exclude,False,False,False,False,below_threshold
883f07627aad16d7,True,1.1,0.6,exclude,False,False,False,False,below_threshold
6581e69ae0e704ab,True,3.7,2.5,include,False,False,True,merged,
97063b7dbbe168cd,True,1.1,2.4,exclude,False,False,False,False,below_threshold
705d9831620b387f,True,3.7,3.5,include,False,False,True,merged,
4167ed5ce28aa37e,True,1.7,1.2,exclude,False,False,False,False,non_patent
2277588d702b3416,True,0.2,0.2,exclude,False,False,False,False,off_topic
e293c55bd9e36556,True,2.7,3.2,include,False,False,True,True,
c7d8e6b3619eeb09,True,4.1,3.9,include,False,False,True,True,
c6094c8522d5a508,True,0.8,2.5,exclude,False,False,False,False,duplicate_excluded
82ff69b739fcae43,True,1.1,1.5,exclude,False,False,False,False,below_threshold
ff5dc58f25d40525,True,2.0,0.3,exclude,False,False,False,False,off_topic
24fb3941d20f9bcd,True,1.1,2.2,exclude,False,False,False,False,non_patent
19e5be65c91a16d5,True,3.3,3.6,include,False,False,True,True,
8b2eb7904d71d877,True,1.0,0.2,exclude,False,False,False,False,non_patent
dbe47ce6277c4645,True,0.8,0.6,exclude,False,False,False,False,off_topic
3e0f2cd127096d4d,True,4.2,3.7,include,False,False,True,True,
4bc8be8cc6d751bb,True,0.2,0.2,exclude,False,False,False,False,non_patent
ed3b6df24974b587,True,0.2,1.8,exclude,False,False,False,False,off_topic
7081592ea981632c,True,3.9,4.0,include,False,False,True,True,
03b91ff654625949,True,1.4,0.8,exclude,False,False,False,False,below_threshold
babd542d9e31005c,True,3.5,4.7,include,False,False,True,True,
9698cb945a4eb5b5,True,1.8,1.7,exclude,False,True,True,True,below_threshold
07caaf85a7444950,True,2.3,0.1,exclude,True,False,False,False,duplicate_excluded
19d888c22c9d1615,True,1.5,0.9,exclude,False,False,False,False,off_topic
4ab5199a6b70bd10,True,0.4,1.2,exclude,False,False,False,False,below_threshold
d62a84db3dae5976,True,0.9,1.4,exclude,False,False,False,False,below_threshold
fa99811062838617,True,1.9,1.4,exclude,False,False,False,False,non_patent
76054d3bffb71580,True,4.6,4.9,include,False,False,True,True,
85620330ed960d5a,True,2.0,1.5,exclude,False,False,False,False,below_threshold
d9bd546c4e79a652,True,1.5,1.6,exclude,False,False,False,False,duplicate_excluded
ec92a37c4f80707a,True,2.6,3.2,include,False,False,True,True,
4c0fa9203933e3d3,True,4.4,4.8,include,False,False,True,True,
897f6338be71923f,True,3.4,3.0,include,False,False,True,True,
5dfa24b6dc9c8972,True,2.9,4.1,include,False,False,True,True,
b0c19a3102e527e8,True,0.2,1.9,exclude,False,False,False,False,below_threshold
f69432bb0aa67d41,True,2.7,3.8,include,False,False,True,True,
c4763e02883be9c1,True,0.9,1.1,exclude,False,False,False,False,off_topic
c5fa1465fd15bb8f,True,3.4,4.3,include,False,False,True,True,
bdee6a9c9d574969,True,1.9,1.4,exclude,False,False,False,False,below_threshold
c50f62b291c84924,True,2.2,0.4,exclude,False,False,False,False,below_threshold
1aa149e79dec98c8,True,4.2,3.2,include,False,False,True,True,
1291d9db54312647,True,1.7,1.2,exclude,False,False,False,False,non_patent
22c9fa99df3e658b,True,1.0,0.5,exclude,False,False,False,False,below_threshold
b1954e14e5bc1d8c,True,3.4,2.8,include,False,False,True,True,
26ecf16a9adbb178,True,4.2,4.0,include,False,False,True,True,
c5383ca7a77454cc,True,1.3,0.8,exclude,False,False,False,False,off_topic
2c6a9fabcdba69ae,True,3.5,4.0,include,False,False,True,True,
408c5d0bebecf53c,True,0.0,0.8,exclude,False,False,False,False,off_topic
e44f73dca24013dd,True,1.9,1.9,exclude,False,False,False,False,duplicate_excluded
ccd5907ed1b088ad,True,0.8,0.0,exclude,False,False,False,False,non_patent
e5a5e678ee4012d5,True,2.9,3.5,include,False,False,True,True,
af610f272964d1b8,True,1.8,1.3,exclude,False,False,False,False,duplicate_excluded
b75adff01b358048,True,2.7,4.7,include,False,False,True,True,
c0d16fa6ff279f0e,True,2.6,2.5,include,False,False,True,True,
f17257e3385de83b,True,4.8,4.7,include,False,False,True,True,
6f56760db4e2973f,True,3.9,3.9,include,False,False,True,True,
a11881027290f526,True,1.8,1.0,exclude,False,False,False,False,below_threshold
055637e11ca47597,True,3.5,4.9,include,False,False,True,True,
c9a509d9d157e6c4,True,2.9,4.9,include,False,False,True,True,
b4cf95f0b6a7e8ee,True,1.2,1.7,exclude,False,False,False,False,duplicate_excluded
eab70e9a34c7342a,True,0.2,2.1,exclude,False,False,False,False,off_topic
4a69c1f445a4a850,True,1.1,1.0,exclude,False,False,False,False,below_threshold
225b5e54499d7bef,True,3.5,3.3,include,False,False,True,True,
f7a28fbde830cc27,True,0.8,0.8,exclude,False,False,False,False,off_topic
264a39838338450a,True,0.2,1.6,exclude,False,False,False,False,off_topic
e6a845e1b8015ec2,True,4.8,3.4,include,False,False,True,True,
00988ccaf561b7cf,True,1.8,2.0,exclude,False,False,False,False,off_topic
c7a68532c340a831,True,0.6,0.4,exclude,False,False,False,False,off_topic
74366d5bbf082c78,True,2.9,2.9,include,False,False,True,True,
ff0800fc2d600343,True,1.9,0.2,exclude,False,False,False,False,non_patent
a083b02d5c96d8af,True,3.7,3.9,include,False,False,True,True,
be4032bbe5b0a942,True,3.9,4.2,include,False,False,True,True,
f426808583fcc22e,True,2.5,1.8,exclude,False,True,True,merged,below_threshold
390b93ceed7e86f2,True,1.6,1.6,exclude,False,True,True,merged,below_threshold
71920689375d7fd5,True,3.6,3.7,include,False,False,True,True,
686276a2f01a48c1,True,4.1,4.5,include,False,False,True,True,
8d9f5ecc1927338d,True,1.5,0.9,exclude,False,False,False,False,below_threshold
3a2d420ad065c733,True,0.8,1.1,exclude,False,False,False,False,below_threshold
fd86a2cf0d257827,True,0.9,0.7,exclude,False,False,False,False,below_threshold
10e6c7249cfcf195,True,1.5,1.3,exclude,False,False,False,False,non_patent
2ef5af5b74180fa5,True,3.8,3.4,include,False,False,True,merged,
727af2cfe2f9d054,True,3.6,4.5,include,False,False,True,True,
ce018a42cd42e0f9,True,4.1,3.3,include,False,False,True,True,
b39fa76398dacc8c,True,1.2,0.4,exclude,False,False,False,False,below_threshold
54f487c9ea84204f,True,3.6,4.5,include,False,False,True,True,
9a6f3957eadfec1d,True,3.7,3.6,include,False,False,True,merged,
c8a17b4ae73f10ed,True,1.3,0.4,exclude,False,False,False,False,off_topic
337d6d82357cf765,True,4.3,5.0,include,False,False,True,True,
ee9b5a1119173fdb,True,3.8,4.0,include,False,False,True,True,
61d8f504413e3ac7,True,0.9,2.3,exclude,False,False,False,False,non_patent
542261e5d2654b92,True,1.0,0.8,exclude,False,False,False,False,below_threshold
c00e2e3cc4acb5ef,True,4.5,4.1,include,False,False,True,True,
21061f7a6883fece,True,0.2,0.2,exclude,False,False,False,False,non_patent
fa88423e07673d4a,True,0.7,1.8,exclude,False,False,False,False,off_topic
b09174e3abb99255,True,0.8,1.5,exclude,False,False,False,False,off_topic
12910590447c05ad,True,4.8,3.3,include,False,False,True,True,
99893088ada8f7bb,True,1.6,1.7,exclude,False,False,False,False,off_topic
f95d3140c468c8de,True,1.5,2.3,exclude,False,False,False,False,duplicate_excluded
db62780afdafb7ba,True,1.4,1.6,exclude,False,False,False,False,duplicate_excluded
2e6d64681fad9c7a,True,4.5,4.2,include,False,False,True,True,
cab2f301199d31b1,True,3.3,4.0,include,False,False,True,merged,
2e2633ad6dd01f34,True,1.6,1.1,exclude,False,False,False,False,duplicate_excluded
8ca385eac9fc1c3a,True,0.0,0.8,exclude,False,False,False,False,off_topic
9d11fb44affeb63b,True,0.9,1.9,exclude,False,False,False,False,off_topic
579fe99ec776a3bf,True,3.1,2.8,include,False,False,True,True,
28a897facbf85988,True,0.2,2.1,exclude,False,False,False,False,below_threshold
3c77e723f3e0863d,True,1.3,1.3,exclude,False,False,False,False,below_threshold
243e151852f24192,True,4.2,4.7,include,False,False,True,True,
00cb606917f2763b,True,1.5,1.5,exclude,False,False,False,False,off_topic
ddea299a26527932,True,0.4,2.1,exclude,False,False,False,False,off_topic
f70af45b855de480,True,1.8,0.1,exclude,False,False,False,False,duplicate_excluded
59deb6e907c89cf9,True,1.7,0.6,exclude,False,False,False,False,non_patent
881920fbb725a7ac,True,4.0,4.4,include,False,False,True,True,
01ad785e4e4f9272,True,4.5,3.1,include,False,False,True,True,
3d963547ab348f8b,True,3.1,4.9,include,False,False,True,True,
1a81261656aed500,True,3.1,3.3,include,False,False,True,merged,
6e375f49cc6da0d0,True,3.4,4.9,include,False,False,True,True,
cfafb743fdc7a91e,True,5.0,3.7,include,False,False,True,True,
a525a45c1fdfe717,True,0.7,1.0,exclude,False,False,False,False,non_patent
70926c13a49c9fbd,True,3.7,3.4,include,False,False,True,merged,
067ae66ffc6a99cd,True,2.2,0.1,exclude,True,False,False,False,non_patent
f612017e835ff00f,True,4.7,3.9,include,False,False,True,True,
4f963976209c4d96,True,2.8,4.6,include,False,False,True,True,
655022fc24440333,True,2.1,0.7,exclude,False,False,False,False,off_topic
8555962fede5a661,True,3.2,4.8,include,False,False,True,True,
c590c4443f44fa94,True,0.4,1.1,exclude,False,False,False,False,off_topic
c6b74e5cf775b342,True,3.8,3.4,include,False,False,True,merged,
3040c8f8e26313bd,True,3.5,3.5,include,False,False,True,True,
58d542996d171980,True,3.4,3.5,include,False,False,True,True,
41399c738c66ee45,True,2.7,3.1,include,False,False,True,True,
89995db157a6233a,True,0.8,0.2,exclude,False,False,False,False,duplicate_excluded
ed82c44d074b7be6,True,2.0,0.3,exclude,False,False,False,False,duplicate_excluded
f5a37f421469cc2b,True,2.3,1.2,exclude,False,False,False,False,off_topic
1e6f83aad52a76be,True,4.4,3.7,include,False,False,True,True,
dac97fa1f38ab4ba,True,4.0,4.8,include,False,False,True,True,
ec9b3867deff32a1,True,0.0,0.5,exclude,False,False,False,False,off_topic
e4fe6a8b7c5f5e51,True,3.9,4.3,include,False,False,True,True,
0050df7489662f12,True,1.3,0.3,exclude,False,False,False,False,duplicate_excluded
8c3f71956c79f8d5,True,0.6,0.3,exclude,False,False,False,False,off_topic
916c3921933d996a,True,1.0,2.0,exclude,False,False,False,False,non_patent
1a0a96b9cb9e97cf,True,2.7,4.6,include,False,False,True,True,
0bf4041f8bc0ebb2,True,1.2,1.3,exclude,False,False,False,False,off_topic
d53617cdafe31e7c,True,1.8,0.7,exclude,False,False,False,False,below_threshold
40e7f7abe2bdf205,True,1.5,0.6,exclude,False,False,False,False,non_patent
75d54a1ecdd2aea5,True,3.0,4.2,include,False,False,True,True,
746b5d57c070e40c,True,1.3,0.9,exclude,False,False,False,False,below_threshold
f48d618f7e98aa52,True,3.5,3.7,include,False,False,True,True,
ac48ca528359f9dc,True,3.6,2.6,include,False,False,True,merged,
cf35f014c63d655d,True,1.9,0.9,exclude,False,False,False,False,below_threshold
af04ae9fe570c2bb,True,0.9,1.8,exclude,False,False,False,False,below_threshold
639e315cd89b02cf,True,1.9,1.8,exclude,False,False,False,False,duplicate_excluded
f71f6a1591c0ccff,True,2.8,3.4,include,False,False,True,True,
0907577bdfe52677,True,3.3,4.1,include,False,False,True,True,
3c4dd4863a99a1f4,True,2.1,1.7,exclude,False,False,False,False,non_patent
58cd08433eb6cca9,True,1.6,2.0,exclude,False,False,False,False,below_threshold
44161ccddecc97fe,True,2.8,2.9,include,False,False,True,merged,
bbd39c93a94851bb,True,3.2,2.6,include,False,False,True,True,
4a3178079eb0a03d,True,3.0,2.6,include,False,False,True,True,
8e4749c8bba469f3,True,2.3,1.3,exclude,False,False,False,False,non_patent
4d0622d3b33b75f4,True,0.6,1.9,exclude,False,False,False,False,off_topic
53af68e44ce6465c,True,0.7,2.2,exclude,False,False,False,False,below_threshold
cba1293d3f975e3b,True,2.2,0.8,exclude,False,False,False,False,below_threshold
506e975b8c882318,True,2.0,1.1,exclude,False,False,False,False,non_patent
9cc6631ff58d9ecd,True,4.4,4.7,include,False,False,True,True,
17870d810cdce2d0,True,3.5,4.9,include,False,False,True,True,
49abf704cbc8236e,True,3.7,3.7,include,False,False,True,True,
94b80488f8aeb65f,True,2.3,1.3,exclude,False,False,False,False,below_threshold
04456bcd41f604e2,True,1.8,0.2,exclude,False,False,False,False,off_topic
6aed81b31bfd694b,True,1.4,0.8,exclude,False,False,False,False,below_threshold
37821169a32741f9,True,0.8,0.7,exclude,False,False,False,False,non_patent
c21ca2e2e656e86b,True,1.5,1.1,exclude,False,False,False,False,non_patent
3f51862cd698e931,True,0.9,0.1,exclude,False,False,False,False,duplicate_excluded
7516bc3d42cdde89,True,1.5,1.1,exclude,False,False,False,False,below_threshold
a56a13c0f784b20f,True,0.2,1.6,exclude,False,False,False,False,duplicate_excluded
9c16b598a480cf01,True,3.8,4.4,include,False,False,True,True,
2ab2d4d1d563aff7,True,0.4,0.1,exclude,False,False,False,False,non_patent
f15983ad37576061,True,0.1,0.2,exclude,False,False,False,False,duplicate_excluded
f23739c02d4a07e3,True,3.4,4.9,include,False,False,True,True,
b55bb4fe5e721809,True,2.6,2.9,include,False,False,True,True,
5017d70cb3569c59,True,1.1,0.9,exclude,False,False,False,False,non_patent
62f95d0103c3b949,True,1.9,1.4,exclude,False,False,False,False,duplicate_excluded
0a69beaac4664933,True,1.0,1.6,exclude,False,False,False,False,off_topic
7fd8e01f0cfbf916,True,2.4,0.1,exclude,True,False,False,False,off_topic
77fe0b23a9af8601,True,3.7,3.5,include,False,False,True,True,
86e9c6ed1c0ccf1f,True,3.9,3.2,include,False,False,True,True,
a9da506b6e1cc5c1,True,3.2,3.6,include,False,False,True,True,
8eeb289531b7d07b,True,2.5,0.7,exclude,False,False,False,False,non_patent
32884a89406f30c7,True,0.5,0.3,exclude,False,False,False,False,below_threshold
9752dcf000c775a7,True,3.6,4.7,include,False,False,True,True,
e1b6a7fb883f83fc,True,1.1,0.2,exclude,False,False,False,False,duplicate_excluded
a8d256b8ac3cf5dd,True,4.2,4.3,include,False,False,True,True,
ca51c41f88e748b7,True,1.4,0.7,exclude,False,False,False,False,duplicate_excluded
812a9eb35f301e10,True,4.6,4.3,include,False,False,True,True,
1e54b49f50c5bb6b,True,2.6,2.8,include,False,False,True,merged,
de947290ab1fc98b,True,1.3,0.3,exclude,False,False,False,False,off_topic
16c9f3a881b77bab,True,2.0,0.6,exclude,False,False,False,False,non_patent
e4817a7c2ba9ba46,True,0.1,1.4,exclude,False,False,False,False,duplicate_excluded
9be0550f725a7e1a,True,1.2,2.5,exclude,False,False,False,False,off_topic
887deea288f4fd6c,True,4.0,2.7,include,False,False,True,True,
618f3a5a6644c373,True,3.3,5.0,include,False,False,True,True,
5f7fe791fadd9b38,True,1.8,1.3,exclude,False,False,False,False,non_patent
b61e6aa5883d1bb9,True,2.1,0.2,exclude,False,False,False,False,duplicate_excluded
04ff87b461ae2681,True,1.6,1.1,exclude,False,False,False,False,duplicate_excluded
b36da75395f6bcd4,True,2.8,4.6,include,False,False,True,True,
1dece901c7ee5823,True,3.9,4.0,include,False,False,True,True,
89da2f526d7f9b37,True,4.4,2.8,include,False,False,True,True,
23464bd9e96a261a,True,3.8,4.7,include,False,False,True,True,
37a13739f4b8215c,True,2.1,1.3,exclude,False,False,False,False,duplicate_excluded
31d550e951c4f958,True,0.4,0.8,exclude,False,False,False,False,off_topic
ab24d7fe6031ff9f,True,3.4,4.9,include,False,False,True,True,
8c9b0787b6effca7,True,4.7,4.6,include,False,False,True,True,
deb08439018f2eb9,True,0.6,1.6,exclude,False,False,False,False,duplicate_excluded
f27a22c4f9a424c2,True,2.8,3.3,include,False,False,True,True,
debf613efd6eafc4,True,1.3,1.3,exclude,False,False,False,False,off_topic
c55418772f6a494c,True,1.5,1.5,exclude,False,False,False,False,off_topic
db48f17e83d854a3,True,4.1,4.3,include,False,False,True,True,
f7ece6b35bdd6e7d,True,1.5,2.1,exclude,False,False,False,False,below_threshold
968a9f8518336dd8,True,4.6,2.6,include,False,False,True,True,
5842d92fb58574de,True,0.1,1.6,exclude,False,False,False,False,duplicate_excluded
856b19edfb06fa28,True,1.6,1.9,exclude,False,False,False,False,non_patent
8a27ee7b694f493c,True,4.0,2.6,include,False,False,True,True,
9010443205a88875,True,4.7,3.9,include,False,False,True,True,
50b0b18e9b6ed7f4,True,1.6,0.8,exclude,False,False,False,False,off_topic
dae1bee9334b1a05,True,4.5,4.2,include,False,False,True,True,
e95b96186c7be254,True,0.7,0.2,exclude,False,False,False,False,below_threshold
b8417bf98af5fee9,True,0.4,1.0,exclude,False,False,False,False,non_patent
a939249b264d7cc5,True,3.0,4.0,include,False,False,True,True,
5437a4a8eefb014c,True,3.3,4.3,include,False,False,True,True,
88dde3ce63e902d0,True,2.7,2.9,include,False,False,True,merged,
b6bc58830236ae0b,True,0.3,0.9,exclude,False,False,False,False,below_threshold
77b06af047874fb5,True,0.8,1.2,exclude,False,False,False,False,duplicate_excluded
edc8771b58bcd5d7,True,1.1,0.4,exclude,False,False,False,False,below_threshold
8609f3173c0f2e2f,True,0.7,1.0,exclude,False,False,False,False,non_patent
7e1e1260190b8070,True,3.1,4.7,include,False,False,True,True,
9df98ca1c401f01e,True,2.9,3.3,include,False,False,True,True,
2761c978977029e0,True,3.9,3.3,include,False,False,True,True,
bf29d792b0faa482,True,1.9,1.2,exclude,False,False,False,False,non_patent
57a9d77ae3a056e8,True,1.2,0.8,exclude,False,False,False,False,below_threshold
5d52408f8603beec,True,0.2,1.0,exclude,False,False,False,False,non_patent
cc9cf2e8819c0593,True,4.9,3.0,include,False,False,True,True,
8310b4740a112202,True,0.9,0.1,exclude,False,False,False,False,non_patent
8f663f7361b15001,True,4.0,4.6,include,False,False,True,True,
22d834fd12e9df8e,True,1.7,0.7,exclude,False,False,False,False,below_threshold
0eec664f23563d84,True,4.6,3.6,include,False,False,True,True,
ecb2bf713807d147,True,3.5,3.0,include,False,False,True,merged,
6bbd0f46a9eae07c,True,0.9,1.0,exclude,False,False,False,False,off_topic
94fbb756acaf7dd5,True,0.9,0.7,exclude,False,False,False,False,non_patent
01be87a5645d6af0,True,1.3,1.9,exclude,False,False,False,False,duplicate_excluded
8f99ae75876d104e,True,2.1,1.6,exclude,False,False,False,False,below_threshold
9b0e3275eae5a492,True,0.3,0.2,exclude,False,False,False,False,duplicate_excluded
033f4f622011fa70,True,2.0,0.8,exclude,False,False,False,False,duplicate_excluded
8c0c01af8be18933,True,4.4,3.0,include,False,False,True,True,
e3b4f81b73f17389,True,1.3,1.3,exclude,False,False,False,False,below_threshold
cac8bf58274adf16,True,2.6,4.3,include,False,False,True,True,
7b49605d65eddb99,True,4.5,3.8,include,False,False,True,True,
f72fef4b65d49e27,True,0.4,2.2,exclude,False,False,False,False,off_topic
96096bc1d8a6fd05,True,3.3,4.0,include,False,False,True,True,
af043745a63ebccc,True,2.9,5.0,include,False,False,True,True,
72fa6f6a9f366d96,True,1.8,0.7,exclude,False,False,False,False,duplicate_excluded
09192f6af94cee15,True,1.3,1.3,exclude,False,False,False,False,non_patent
4a68b2de0e3fe556,True,1.8,0.7,exclude,False,False,False,False,below_threshold
8d07bd008b8bf219,True,0.9,1.7,exclude,False,False,False,False,non_patent
c178a339903ec49c,True,4.0,4.5,include,False,False,True,True,
d12e6e4fc357570e,True,4.3,4.2,include,False,False,True,True,
48d9617671020d25,True,0.1,1.2,exclude,False,False,False,False,off_topic
39abcadde4a84f01,True,4.3,4.0,include,False,False,True,True,
fcc896d8c246838a,True,0.4,1.6,exclude,False,False,False,False,non_patent
cc3ebe82414c3499,True,0.4,1.7,exclude,False,False,False,False,below_threshold
9eb30f080b029400,True,3.9,4.3,include,False,False,True,True,
c8089297fdc262b3,True,0.5,1.1,exclude,False,False,False,False,non_patent
72d69ff45c342bb9,True,2.9,4.2,include,False,False,True,True,
e39fafa377a1f7da,True,3.5,4.4,include,False,False,True,True,
9cd8d0847495b0be,True,3.1,2.8,include,False,False,True,merged,
95571121ed19031d,True,1.8,1.3,exclude,False,False,False,False,duplicate_excluded
